32426 32261 30109 32405 33.9275 71.45
31699 30899 31222 32933 33.9159 -438.9
33673 34313 31158 32134 33.8862 840.7
35578 33933 30949 32161 33.8931 698.4
31579 35539 32031 34623 33.8862 1300
35133 32344 35920 35816 33.8658 102.71
31890 35717 34752 29727 33.8784 1366.7
33698 31917 33810 32985 33.8671 -57.33
34098 31270 32567 31184 33.8694 -299.8
35839 32290 31578 31077 33.853 82.53
35977 34441 31054 32933 33.849 888.8
34278 33414 36039 35467 33.849 503.9
35644 34313 34022 31761 33.8394 840.9
33665 29758 31983 29981 33.8304 -866.3
31187 30716 33507 31113 33.8204 -507.5
32591 31516 29904 30247 33.8247 -207.64
30918 29650 30063 32628 33.8021 -906.9
35894 34228 32657 33054 33.8125 809
34978 32971 30948 35032 33.8015 338
31756 35090 32408 32038 33.8002 1131.9
34134 35444 32744 33861 33.7833 1264.7
31856 30414 31340 34184 33.7697 -620.5
32321 35727 34284 35099 33.7487 1370.7
6075 10599 4915 59644 33.428 -8047
16198 57802 19330 53257 33.4127 9643
25428 36518 22733 13864 33.3956 1666.8
27160 45682 10145 55770 33.4026 5102
20994 33762 43710 19214 33.41 633.8
44094 17989 47610 9074 33.3889 -5276
10325 44763 45206 52445 33.3876 4757
20341 18312 11607 18726 33.3848 -5156
51236 53841 46634 26805 33.3735 8161
23155 33979 41340 32014 33.3683 715.3
42702 27446 44411 42920 33.3669 -1732.3
38087 25860 55981 50553 33.368 -2326.9
34064 44943 9548 6055 33.363 4825
58862 48690 6417 43457 33.3459 6231
39855 18565 59347 58033 33.3474 -5060
17082 16295 22575 6753 33.3312 -5912
28702 5222 23291 41300 33.3183 -10061
53145 58662 10643 57592 33.3055 9967
30596 51795 18584 56187 33.309 7393
14240 22558 37130 6236 33.3116 -3565
28325 19541 29979 50305 33.3209 -4695
17710 9638 51432 21258 33.3121 -8407
22956 56042 53599 55508 33.2902 8984
18687 58113 5286 48333 33.312 9759
50599 43620 24926 14041 33.2955 4330
53147 26329 34908 43729 33.3035 -2150.5
39003 29509 32252 29416 33.2916 -959.4
42291 12508 37328 19775 33.2831 -7331
5363 22410 35763 39368 33.2786 -3621
49524 29448 33558 13749 33.2726 -981.8
38246 46670 39234 24976 33.2568 5472
6355 9315 37211 46728 36.7465 -8528
47085 8562 5157 35751 36.8556 -8809
29032 51714 10665 32670 36.7133 7360
24178 29914 31201 10458 35.097 -809.5
35399 29868 49832 42352 35.2297 -826.3
26337 28381 59481 17543 35.3926 -1384.1
29282 21305 45080 35865 35.5275 -4035
54274 24675 15032 41903 35.7857 -2771.3
51853 26312 14045 16224 35.9319 -2158.3
42585 49846 21638 8333 38.0882 6658
53042 19505 58332 47867 38.2692 -4708
27085 33230 13863 54167 38.4885 432.1
20564 8363 20805 59294 38.6422 -8884
12722 31570 52348 29035 38.7953 -190.9
32359 43027 13261 42610 37.8992 4103
43428 19469 5471 59947 37.1342 -4723
9626 10223 31929 37192 37.2509 -8187
28263 21049 45674 9276 37.3306 -4131
6005 46922 53431 8938 37.4117 5560
47998 25724 10830 53769 37.5214 -2379.6
30235 13973 54158 14974 37.7158 -6782
28078 22373 25905 45040 37.7905 -3635
15041 35086 8737 41119 37.8544 1125.3
59138 40465 45361 46808 40.1994 3141.3
43647 40103 34733 13416 40.3154 3004.7
28175 31034 43117 43544 40.395 -392.5
