33374.9 30736.9 31603.3 32676.1 27.9299 -221.25 669.5 376.4 14.2
33376.8 30739.2 31606.1 32678.6 29.5266 -222.7 667.8 374.9 12.8
33378.5 30741.4 31608 32680.7 32.4655 -223.5 666.8 374 11.93
33381.3 30744.8 31611 32683.9 34.23 -225 665 372.3 10.25
33382.2 30746.4 31612.7 32685.4 33.448 -225.78 664.2 371.5 9.45
