33735 45243 16598 35504 44.5354 1249.2
40616 28836 42350 38052 44.4069 -1217.9
52826 15026 49441 17371 44.3223 -6387
53343 10361 39538 35003 44.311 -8133
12745 29386 29590 18894 44.2592 -1013.2
50292 28029 13493 12376 44.1953 -1519.4
29729 43875 51622 25991 44.173 4412
55461 20776 22859 30234 44.1238 -4234
41310 30306 21085 33331 44.0518 -667.3
33403 19855 15635 27578 42.927 -4580
9902 29240 32942 23566 41.9409 -1067.7
13416 51524 29334 47595 41.845 7275
26891 21147 24113 46344 41.8216 -4096
35952 22555 29881 32834 41.7164 -3568
55503 55603 28106 50774 41.6796 8804
13039 47247 31507 16059 41.6422 5674
46379 42172 22530 21781 41.6089 3776
53144 23287 38856 18630 41.5613 -3294
13021 28698 11697 53409 41.522 -1270.2
11946 16112 40721 23457 41.4637 -5982
21217 49518 23222 37907 41.4235 6525
12173 29726 55377 22481 41.4003 -885.3
46575 48237 18599 25739 41.3425 6047
51705 35542 44033 46963 41.3117 1293.9
21308 12663 38892 17893 41.2689 -7272
30275 29919 13508 42935 41.2016 -812.1
24342 46654 35041 16237 41.1697 5453
11268 28588 32897 50585 41.129 -1311.3
18448 11921 25001 10795 41.0956 -7551
30527 43906 26600 45299 41.0699 4425
51835 24209 27276 41570 41.0399 -2948.7
48499 44895 31825 36764 42.9714 4796
52615 14806 46038 13794 42.9424 -6469
45759 37697 48961 13241 42.9161 2100.9
41855 54716 16118 46459 42.8553 8473
32495 37082 35308 52118 42.863 1870.2
31273 19380 28969 23798 42.8265 -4757
17867 20758 42161 46286 42.768 -4242
18386 16049 13874 47030 42.7542 -6005
30983 49961 36507 55541 39.9207 6695
33285 14119 21263 43183 39.8753 -6727
9966 51743 49576 44419 39.8856 7361
53525 54599 53006 44811 39.8742 8432
17890 42776 10022 15699 39.8337 4004
16472 29524 36077 39652 39.8186 -959.3
51575 14858 41554 34950 39.8144 -6449
20916 40527 31314 32455 39.7933 3161
39620 32564 32334 54382 39.7589 180.03
29771 52098 35048 43714 39.761 7495
29663 38465 35840 40613 39.7484 2389.4
37275 32246 15844 45352 39.7313 60.93
14371 54009 35220 39363 39.7189 8210
12540 30091 48712 16797 39.7047 -747
38434 42073 34505 39437 39.698 3742
32334 52766 42198 29747 39.7045 7745
36032 27566 17928 48888 39.6643 -1691.5
52607 16847 21684 40481 39.6591 -5704
41020 17319 52608 16349 39.6469 -5528
52744 49578 51449 31965 39.6251 6553
35879 40421 29967 10406 39.6277 3123
47935 38922 24819 46990 39.6163 2561.6
35755 33697 55122 14781 39.6092 604.5
15513 37992 10564 20646 39.5765 2211.9
40610 31127 16283 27426 39.5817 -357.7
10549 10069 54519 54288 39.5651 -8244
38989 14928 31482 50662 39.5323 -6424
11914 15131 32825 30107 39.5383 -6349
17515 24692 29436 18257 39.5175 -2768.3
49331 12213 15524 34195 39.5094 -7440
21999 19934 24253 26398 39.4803 -4550
15040 11539 39505 28453 39.4698 -7694
40778 46574 28887 42865 39.4481 5428
31692 25952 24836 9878 39.4438 -2295.8
31420 19206 20184 11855 39.1502 -4822
