29048 31251 33022 25040 45.4117 -2653.5
12520 40562 43560 33271 45.4359 415.7
44705 23973 19104 15814 45.4612 -6094
25588 43220 53556 23392 45.4647 -3267
21367 47379 17210 31027 45.483 -422.3
15474 31245 32473 29646 45.5144 -936.5
31948 31461 27077 40452 45.5503 3091.7
28662 52559 46986 22568 45.5861 -3574
45758 27535 18264 36368 45.5845 1568.8
43859 28361 26006 41535 45.6288 3496
39769 43997 24291 20496 45.6479 -4348
36750 43329 37635 45803 45.6703 5088
17197 47305 30007 30446 45.6798 -638.3
24710 49865 35277 32121 45.6989 -13.72
27511 20574 40408 13101 45.6835 -7104
25294 48530 41089 46013 45.7034 5167
11021 49865 30454 32310 45.6876 56.52
18453 43736 25516 41568 45.7013 3509
50438 52084 29552 17216 45.7216 -5571
26995 31755 35053 48640 45.7028 6145
52803 41083 11373 46995 45.683 5531
42213 40306 27569 24648 45.646 -2799.8
10567 32518 41671 44978 45.6398 4781
24078 36284 11533 33231 45.6266 399.5
16114 46164 41936 28980 45.6099 -1184
21820 22694 30436 15783 45.6177 -6105
29697 22247 40438 46253 45.5856 5257
47963 49584 38241 27445 45.5961 -1756.4
43046 18726 39088 22429 45.5691 -3626
26899 47218 32889 20101 45.0944 -4494
42275 47331 46594 29055 45.0643 -1155
47368 31969 34969 43977 45.0591 4409
45334 52965 48524 52251 45.0339 7495
47252 42702 49199 42098 45.0212 3709
30509 36435 51942 42346 44.9715 3802
31666 37025 54560 17484 44.9613 -5469
31213 45335 21059 15131 44.9402 -6348
44453 22636 23121 22571 44.9038 -3573
30090 32998 25079 21208 44.8684 -4082
30752 10911 13394 16751 44.7465 -5744
19397 44340 47721 29337 44.6908 -1049.4
49336 22104 17127 50773 44.6695 6943
44190 40410 54756 44884 44.6326 4749
54897 50399 18253 43991 44.5821 4415
44820 49828 44380 50512 44.5599 6847
30108 34706 34647 26108 42.6509 -2252.4
49193 50680 34484 44338 42.6158 4548
54611 18681 50927 17644 42.6091 -5409
26745 41668 32725 37975 42.582 2174
35697 41234 25800 53780 42.5669 8069
46297 27237 35273 14413 42.5521 -6614
18126 32778 19827 30416 42.5225 -646
49742 54299 54236 29264 42.4854 -1074.1
18009 38332 30748 14731 42.4828 -6496
21381 25348 36113 42506 42.4941 3865
22999 33476 40960 10962 42.4479 -7902
48307 21893 38313 31185 42.442 -358.3
21134 21305 47812 53055 42.4167 7800
42483 37291 21460 16122 42.4099 -5978
12484 43355 30801 27797 42.3926 -1622.3
41961 36407 37372 48478 42.2959 6093
49475 12780 39206 54172 42.3046 8217
36169 21031 32843 18541 42.2946 -5075
30630 11984 33141 42724 42.287 3947
49241 55134 49086 20755 42.2473 -4248
27605 45516 28521 40501 42.2497 3116.5
22635 20633 36980 36362 42.2164 1573.2
44523 28067 41330 31259 42.1885 -330.1
47558 21117 22116 34650 41.5204 934.8
35366 53438 14700 16630 41.504 -5788
29690 11443 23254 34057 41.4631 713.7
41766 27014 49881 11294 41.4488 -7777
24809 29450 45343 31385 41.4265 -282.2
38367 37946 23665 43862 41.4 4372
52618 20506 55325 28508 41.3635 -1355
36215 48971 14333 25898 40.9474 -2330.2
30976 34824 32488 18928 40.9111 -4930
31335 50697 22286 39515 40.8929 2750.5
14045 17609 47495 25940 40.8663 -2313
27837 38125 40478 34367 40.8397 830.9
46251 17827 48958 54796 40.8107 8453
43845 38790 15876 34968 40.764 1054
44907 35710 45684 50585 40.738 6883
54322 54873 23110 32645 40.1512 188.15
32634 13612 42339 45357 40.0924 4933
54323 11060 53914 20832 40.0703 -4218
31451 16108 49668 35732 40.045 1341.4
13315 29247 18742 36113 40.0332 1482.2
31419 48818 31629 49741 40.0073 6569
41633 20868 52293 21494 39.9828 -3971
33828 20608 18819 35899 39.9596 1402.5
35149 18952 21978 16524 39.9343 -5827
31308 32623 21217 33268 39.9183 421
36700 11281 28418 32044 39.8798 -35.53
16598 30828 15450 26128 39.8489 -2243.6
29838 54550 17119 22411 39.838 -3630
20016 14780 52499 33746 39.8224 600.9
36488 27242 15195 46946 39.7858 5525
37942 22741 27067 22407 39.7805 -3631
13921 30500 29765 24270 39.7693 -2936
35879 30801 26115 52514 39.7547 7603
55618 14861 20892 42835 39.7374 3992
26037 41219 17963 18595 39.6909 -5054
24465 54956 40814 34978 39.7111 1060.3
35973 38874 28795 37242 39.6927 1904.6
40340 33596 34869 53057 39.6932 7807
14159 45212 26715 15090 39.661 -6362
33029 19689 38059 46713 39.653 5440
39461 40284 17981 48226 39.6476 6004
11904 55544 33317 12853 39.6158 -7196
54670 28164 34282 47505 39.6213 5735
43171 41633 21928 13752 39.6083 -6861
41583 16332 11058 11813 39.6015 -7585
26409 39987 30868 17392 39.5861 -5502
41250 46683 15625 31837 39.5706 -112.9
50284 32808 11212 18770 39.5727 -4989
19395 48761 45210 24314 39.5621 -2918
