42923 53822 40442 29331 39.548 -1046.8
35759 19849 37180 22512 39.5424 -3591
47350 50116 48811 26257 39.5309 -2193.5
29243 27305 45535 13690 39.5266 -6883
20959 24969 33126 45104 39.5428 4840
44590 33123 33229 11686 39.5258 -7632
30663 48766 23959 48820 39.5123 6226
29005 45356 14273 43462 39.5108 4226
17963 46307 35644 31847 39.501 -108.1
24417 45901 41003 49664 39.4955 6542
51439 48566 44960 38229 39.5078 2274.1
21449 15765 36543 20263 39.4935 -4430
11547 37337 44347 47816 39.4832 5852
25536 11936 22916 44201 39.4921 4502
38061 24973 32051 51711 39.4943 7305
14094 20630 10836 43634 39.4921 4290
42849 48108 30943 41692 39.5056 3567
14115 45628 9924 18544 39.4937 -5073
31171 29512 44254 51250 39.4991 7134
24937 18858 21728 21822 39.4902 -3849
38770 12639 39987 18866 39.4969 -4952
15545 37831 15516 48353 39.4689 6051
51792 34951 9873 24007 39.4847 -3034.9
42319 12449 24515 21572 39.4761 -3942
47079 52832 11116 24248 39.4492 -2945
28428 51519 41437 15132 39.4772 -6345
15313 9852 53335 10991 39.4667 -7890
30664 29296 34429 21558 39.4767 -3947
12776 48409 14148 33302 39.4655 434.3
30311 29333 37562 47763 39.4771 5832
12464 38979 42195 43981 39.4552 4422
27948 14236 40630 32794 39.0451 246.25
13196 32578 25455 26610 39.0165 -2062.4
29289 51625 45238 46563 38.999 5386
39806 30860 51604 36581 38.9817 1660.1
13825 41219 11940 35564 38.976 1278.7
34372 37191 25436 18518 38.9398 -5082
23878 44016 19537 33077 38.9342 351.1
51348 21700 48929 42254 38.9067 3778
52972 20854 40197 53969 38.8575 8149
22652 29692 50136 39960 38.8506 2922
54609 35430 18473 41124 38.8424 3355
10140 20555 37104 53623 38.8235 8020
25590 50204 24874 46966 38.7817 5536
28039 33513 13475 29492 38.7729 -987.2
26275 49146 25246 53722 38.749 8056
31643 38003 14497 31153 38.7315 -367.3
45994 28593 45804 28798 38.7077 -1244.6
26447 19143 34101 45455 38.6972 4972
34780 39722 45728 31756 38.6785 -140.75
22461 23073 26512 23555 38.6301 -3202
55491 53262 47798 51785 38.6268 7335
17172 24531 28269 19419 38.6069 -4746
51758 13419 22446 34400 38.5937 845.2
53077 29529 33702 12974 38.5582 -7151
11596 35181 29869 51502 38.54 7229
28628 46146 36676 14208 38.5394 -6690
22051 10983 23804 18421 38.5284 -5118
42464 15177 55136 35401 38.5025 1220.4
31409 48835 50974 13072 38.5106 -7113
32336 21768 46714 23210 38.483 -3330
52943 44586 20464 50340 38.4824 6795
39059 54032 36493 25854 38.455 -2343.6
30336 39777 52251 45710 38.4323 5068
40403 42660 44072 44921 38.439 4774
52898 34740 28689 13991 38.4236 -6771
43012 43871 39308 30535 38.4062 -596.4
48957 36799 46244 44405 38.3804 4581
19514 15244 18470 19866 38.3692 -4579
12545 22466 24330 52052 38.3784 7434
11910 10146 17325 52017 38.3653 7421
29382 42976 30894 39704 38.3402 2825.3
34278 10893 15267 42767 38.294 3969
10407 14466 40320 44235 38.293 4518
50012 42909 51610 32037 38.2784 -35.21
50357 18467 41143 42893 38.258 4017
23607 19355 49450 24227 38.254 -2950.3
